id,value,min,max
Km1275_0438,0.1,0.02,0.5
Km0709_0438,0.1,0.02,0.5
Vmax_0439,0.948505,0.189701,4.74252
Keq_0439,2,0.4,10
Km0709_0439,0.1,0.02,0.5
Km1535_0439,0.1,0.02,0.5
Km0710_0439,0.1,0.02,0.5
Km1537_0439,0.1,0.02,0.5
Vmax_0445,0.573901,0.11478,2.8695
Keq_0445,0.1156,0.02312,0.578
Km0722_0445,0.1,0.02,0.5
Km1198_0445,1.5,0.3,7.5
Km0456_0445,0.1,0.02,0.5
Km1203_0445,0.0867,0.01734,0.4335
Vmax_0446,0.416061,0.0832121,2.0803
Keq_0446,6.65116,1.33023,33.2558
Km0120_0446,0.1,0.02,0.5
Km0394_0446,1.29,0.258,6.45
Km1322_0446,0.1,0.02,0.5
Km0434_0446,4.29,0.858,21.45
Km0722_0446,0.1,0.02,0.5
Km1487_0446,0.1,0.02,0.5
Vmax_0450,25.0072,5.00145,125.036
Keq_0450,0.0398435,0.0079687,0.199217
Km0555_0450,1.15,0.23,5.75
Km0629_0450,0.29,0.058,1.45
Km0764_0450,0.079,0.0158,0.395
Vmax_0451,0.432212,0.0864424,2.16106
Keq_0451,2,0.4,10
Km0725_0451,0.1,0.02,0.5
Km0066_0451,0.1,0.02,0.5
Vmax_0462,0.0368919,0.00737837,0.184459
Keq_0462,2,0.4,10
Km0745_0462,0.1,0.02,0.5
Km0943_0462,0.1,0.02,0.5
Km0190_0462,0.1,0.02,0.5
Km0633_0462,0.1,0.02,0.5
Vmax_0466,13.7906,2.75812,68.953
Keq_0466,1.03627,0.207254,5.18135
Km0568_0466,0.193,0.0386,0.965
Km1207_0466,0.1,0.02,0.5
Km0335_0466,0.1,0.02,0.5
Km1212_0466,0.1,0.02,0.5
Vmax_0467,14.3454,2.86908,71.7269
Keq_0467,0.610363,0.122073,3.05181
Km0568_0467,0.193,0.0386,0.965
Km0557_0467,0.0589,0.01178,0.2945
Vmax_0470,10.0719,2.01439,50.3596
Keq_0470,589.224,117.845,2946.12
Km0180_0470,0.175,0.035,0.875
Km0419_0470,0.1,0.02,0.5
Km1203_0470,0.0867,0.01734,0.4335
Km0991_0470,0.298,0.0596,1.49
Km1198_0470,1.5,0.3,7.5
Vmax_0471,10.0719,2.01439,50.3596
Keq_0471,34.0571,6.81143,170.286
Km0180_0471,0.175,0.035,0.875
Km0419_0471,0.1,0.02,0.5
Km1212_0471,0.1,0.02,0.5
Km0991_0471,0.298,0.0596,1.49
Km1207_0471,0.1,0.02,0.5
Vmax_0476,6.19847,1.23969,30.9923
Keq_0476,0.201812,0.0403623,1.00906
Km0419_0476,0.1,0.02,0.5
Km0434_0476,4.29,0.858,21.45
Km0991_0476,0.298,0.0596,1.49
Km0394_0476,1.29,0.258,6.45
Km0999_0476,0.1,0.02,0.5
Km1322_0476,0.1,0.02,0.5
Vmax_0481,0.260286,0.0520572,1.30143
Keq_0481,0.2,0.04,1
Km0754_0481,0.1,0.02,0.5
Km1212_0481,0.1,0.02,0.5
Km0750_0481,0.1,0.02,0.5
Km1207_0481,0.1,0.02,0.5
Vmax_0483,0.212961,0.0425922,1.06481
Keq_0483,200,40,1000
Km0750_0483,0.1,0.02,0.5
Km0837_0483,0.1,0.02,0.5
Km0754_0483,0.1,0.02,0.5
Vmax_0486,68.0635,13.6127,340.317
Keq_0486,0.0107845,0.00215689,0.0539223
Km0764_0486,0.079,0.0158,0.395
Km1198_0486,1.5,0.3,7.5
Km1322_0486,0.1,0.02,0.5
Km0075_0486,0.000737,0.0001474,0.003685
Km1203_0486,0.0867,0.01734,0.4335
Vmax_0489,0.311,0.0622,1.555
Keq_0489,0.437956,0.0875912,2.18978
Km0767_0489,0.0685,0.0137,0.3425
Km0765_0489,0.15,0.03,0.75
Km1322_0489,0.1,0.02,0.5
Vmax_0491,0.45226,0.090452,2.2613
Keq_0491,8.17325,1.63465,40.8662
Km0629_0491,0.29,0.058,1.45
Km1203_0491,0.0867,0.01734,0.4335
Km0767_0491,0.0685,0.0137,0.3425
Km1198_0491,1.5,0.3,7.5
Vmax_0495,0.0168599,0.00337197,0.0842993
Keq_0495,2.91971,0.583942,14.5985
Km0380_0495,0.1,0.02,0.5
Km0767_0495,0.0685,0.0137,0.3425
Km0082_0495,0.1,0.02,0.5
Km0529_0495,0.1,0.02,0.5
Vmax_0499,0.293304,0.0586608,1.46652
Keq_0499,2,0.4,10
Km0120_0499,0.1,0.02,0.5
Km0325_0499,0.1,0.02,0.5
Km0301_0499,0.1,0.02,0.5
Km1487_0499,0.1,0.02,0.5
Vmax_0502,1.16848,0.233695,5.84238
Keq_0502,1.95,0.39,9.75
Km1039_0502,0.2,0.04,1
Km1487_0502,0.1,0.02,0.5
Km0306_0502,0.1,0.02,0.5
Km1003_0502,0.195,0.039,0.975
Vmax_0510,0.998273,0.199655,4.99137
Keq_0510,0.120771,0.0241542,0.603854
Km1543_0510,0.467,0.0934,2.335
Km0773_0510,0.1,0.02,0.5
Km1538_0510,0.282,0.0564,1.41
Vmax_0514,0.480706,0.0961412,2.40353
Keq_0514,0.124751,0.0249503,0.623757
Km0434_0514,4.29,0.858,21.45
Km0999_0514,0.1,0.02,0.5
Km1565_0514,0.049,0.0098,0.245
Km0423_0514,0.44,0.088,2.2
Km0633_0514,0.1,0.02,0.5
Km0782_0514,0.1,0.02,0.5
Km0991_0514,0.298,0.0596,1.49
Vmax_0525,0.003116,0.000623199,0.01558
Keq_0525,0.00205128,0.000410256,0.0102564
Km0785_0525,0.975,0.195,4.875
Km0141_0525,0.1,0.02,0.5
Km0633_0525,0.1,0.02,0.5
Km0722_0525,0.1,0.02,0.5
Vmax_0528,0.00448357,0.000896715,0.0224179
Keq_0528,0.601399,0.12028,3.00699
Km0434_0528,4.29,0.858,21.45
Km0782_0528,0.1,0.02,0.5
Km0394_0528,1.29,0.258,6.45
Km0739_0528,0.1,0.02,0.5
Vmax_0529,0.00448357,0.000896715,0.0224179
Keq_0529,1.14286,0.228571,5.71429
Km0586_0529,0.175,0.035,0.875
Km0782_0529,0.1,0.02,0.5
Km0582_0529,0.1,0.02,0.5
Km0739_0529,0.1,0.02,0.5
Vmax_0534,52.08,10.416,260.4
Keq_0534,0.0739299,0.014786,0.369649
Km0434_0534,4.29,0.858,21.45
Km0563_0534,1.57,0.314,7.85
Km0394_0534,1.29,0.258,6.45
Km0568_0534,0.193,0.0386,0.965
Vmax_0536,0.432777,0.0865555,2.16389
Keq_0536,0.00668168,0.00133634,0.0334084
Km1010_0536,0.1,0.02,0.5
Km1198_0536,1.5,0.3,7.5
Km1006_0536,0.1,0.02,0.5
Km1203_0536,0.0867,0.01734,0.4335
Vmax_0537,0.144259,0.0288518,0.721296
Keq_0537,0.2,0.04,1
Km1011_0537,0.1,0.02,0.5
Km1010_0537,0.1,0.02,0.5
Km1322_0537,0.1,0.02,0.5
Vmax_0538,0.201963,0.0403926,1.00981
Keq_0538,1.1745,0.234899,5.87248
Km0207_0538,0.1,0.02,0.5
Km0991_0538,0.298,0.0596,1.49
Km0180_0538,0.175,0.035,0.875
Km1011_0538,0.1,0.02,0.5
Vmax_0542,0.275823,0.0551647,1.37912
Keq_0542,2,0.4,10
Km0454_0542,0.1,0.02,0.5
Km0836_0542,0.1,0.02,0.5
Vmax_0543,0.643588,0.128718,3.21794
Keq_0543,1.14286,0.228571,5.71429
Km0180_0543,0.175,0.035,0.875
Km0373_0543,0.1,0.02,0.5
Km0529_0543,0.1,0.02,0.5
Km0835_0543,0.1,0.02,0.5
Vmax_0545,1.01135,0.202271,5.05676
Keq_0545,0.01156,0.002312,0.0578
Km0836_0545,0.1,0.02,0.5
Km1198_0545,1.5,0.3,7.5
Km0176_0545,0.1,0.02,0.5
Km1203_0545,0.0867,0.01734,0.4335
Km0456_0545,0.1,0.02,0.5
Vmax_0547,1.1283,0.22566,5.64149
Keq_0547,2,0.4,10
Km0978_0547,0.1,0.02,0.5
Km1212_0547,0.1,0.02,0.5
Km1014_0547,0.1,0.02,0.5
Km1207_0547,0.1,0.02,0.5
Vmax_0548,0.530489,0.106098,2.65244
Keq_0548,0.601399,0.12028,3.00699
Km0434_0548,4.29,0.858,21.45
Km1014_0548,0.1,0.02,0.5
Km0394_0548,1.29,0.258,6.45
Km1238_0548,0.1,0.02,0.5
Vmax_0549,0.59781,0.119562,2.98905
Keq_0549,2,0.4,10
Km0373_0549,0.1,0.02,0.5
Km1014_0549,0.1,0.02,0.5
Km0529_0549,0.1,0.02,0.5
Km1233_0549,0.1,0.02,0.5
Vmax_0550,0.118312,0.0236623,0.591559
Keq_0550,20,4,100
Km0837_0550,0.1,0.02,0.5
Km1616_0550,0.1,0.02,0.5
Km1620_0550,0.1,0.02,0.5
Vmax_0553,18.0455,3.6091,90.2276
Keq_0553,0.2,0.04,1
Km0033_0553,0.1,0.02,0.5
Km0025_0553,0.1,0.02,0.5
Km0750_0553,0.1,0.02,0.5
Vmax_0558,0.363648,0.0727297,1.81824
Keq_0558,0.2,0.04,1
Km0218_0558,0.1,0.02,0.5
Km1212_0558,0.1,0.02,0.5
Km0028_0558,0.1,0.02,0.5
Km0529_0558,0.1,0.02,0.5
Km1207_0558,0.1,0.02,0.5
Vmax_0559,0.110676,0.0221351,0.553378
Keq_0559,2,0.4,10
Km0367_0559,0.1,0.02,0.5
Km0373_0559,0.1,0.02,0.5
Km0218_0559,0.1,0.02,0.5
Km0529_0559,0.1,0.02,0.5
Vmax_0563,0.31737,0.063474,1.58685
Keq_0563,0.596,0.1192,2.98
Km0312_0563,0.1,0.02,0.5
Km0999_0563,0.1,0.02,0.5
Km0403_0563,0.1,0.02,0.5
Km0550_0563,0.1,0.02,0.5
Km0991_0563,0.298,0.0596,1.49
Vmax_0564,0.0865555,0.0173111,0.432777
Keq_0564,2,0.4,10
Km0550_0564,0.1,0.02,0.5
Km0207_0564,0.1,0.02,0.5
Vmax_0565,0.146302,0.0292604,0.731509
Keq_0565,0.0349654,0.00699309,0.174827
Km0849_0565,0.162,0.0324,0.81
Km1198_0565,1.5,0.3,7.5
Km1203_0565,0.0867,0.01734,0.4335
Km1565_0565,0.049,0.0098,0.245
Vmax_0566,0.306791,0.0613583,1.53396
Keq_0566,0.2,0.04,1
Km0076_0566,0.1,0.02,0.5
Km0086_0566,0.1,0.02,0.5
Km0456_0566,0.1,0.02,0.5
Vmax_0568,6.69113,1.33823,33.4557
Keq_0568,0.2,0.04,1
Km0633_0568,0.1,0.02,0.5
Km1322_0568,0.1,0.02,0.5
Vmax_0570,0.212257,0.0424514,1.06129
Keq_0570,3.24,0.648,16.2
Km1365_0570,0.1,0.02,0.5
Km0849_0570,0.162,0.0324,0.81
Vmax_0594,0.00145043,0.000290086,0.00725215
Keq_0594,2,0.4,10
Km0089_0594,0.1,0.02,0.5
Km0499_0594,0.1,0.02,0.5
Km0619_0594,0.1,0.02,0.5
Km0918_0594,0.1,0.02,0.5
Vmax_0658,2.20043,0.440086,11.0022
Keq_0658,0.02023,0.004046,0.10115
Km0940_0658,0.1,0.02,0.5
Km1198_0658,1.5,0.3,7.5
Km0180_0658,0.175,0.035,0.875
Km0456_0658,0.1,0.02,0.5
Km1203_0658,0.0867,0.01734,0.4335
Vmax_0661,2.20043,0.440086,11.0022
Keq_0661,0.35,0.07,1.75
Km0940_0661,0.1,0.02,0.5
Km1207_0661,0.1,0.02,0.5
Km0180_0661,0.175,0.035,0.875
Km0456_0661,0.1,0.02,0.5
Km1212_0661,0.1,0.02,0.5
Vmax_0663,0.463168,0.0926336,2.31584
Keq_0663,1.1745,0.234899,5.87248
Km0056_0663,0.1,0.02,0.5
Km0991_0663,0.298,0.0596,1.49
Km0180_0663,0.175,0.035,0.875
Km1016_0663,0.1,0.02,0.5
Vmax_0667,0.0158108,0.00316216,0.079054
Keq_0667,2,0.4,10
Km0943_0667,0.1,0.02,0.5
Km1376_0667,0.1,0.02,0.5
Vmax_0669,0.463168,0.0926336,2.31584
Keq_0669,2,0.4,10
Km0039_0669,0.1,0.02,0.5
Km1212_0669,0.1,0.02,0.5
Km0008_0669,0.1,0.02,0.5
Km1207_0669,0.1,0.02,0.5
Vmax_0670,0.252935,0.0505869,1.26467
Keq_0670,0.01906,0.003812,0.0953
Km1020_0670,0.1,0.02,0.5
Km0427_0670,0.1,0.02,0.5
Km0955_0670,0.00953,0.001906,0.04765
Vmax_0674,0.607234,0.121447,3.03617
Keq_0674,0.021239,0.0042478,0.106195
Km0991_0674,0.298,0.0596,1.49
Km1399_0674,0.527,0.1054,2.635
Km0180_0674,0.175,0.035,0.875
Km0955_0674,0.00953,0.001906,0.04765
Vmax_0678,0.643588,0.128718,3.21794
Keq_0678,2,0.4,10
Km0953_0678,0.1,0.02,0.5
Km1212_0678,0.1,0.02,0.5
Km0959_0678,0.1,0.02,0.5
Km1207_0678,0.1,0.02,0.5
Vmax_0688,13.9504,2.79008,69.7519
Keq_0688,2,0.4,10
Km1151_0688,0.1,0.02,0.5
Km1212_0688,0.1,0.02,0.5
Km0062_0688,0.1,0.02,0.5
Km1207_0688,0.1,0.02,0.5
Vmax_0694,0.252935,0.0505869,1.26467
Keq_0694,20,4,100
Km1048_0694,0.1,0.02,0.5
Km1275_0694,0.1,0.02,0.5
Km1195_0694,0.1,0.02,0.5
Vmax_0696,13.9504,2.79008,69.7519
Keq_0696,0.1156,0.02312,0.578
Km0062_0696,0.1,0.02,0.5
Km1198_0696,1.5,0.3,7.5
Km0063_0696,0.1,0.02,0.5
Km1203_0696,0.0867,0.01734,0.4335
Vmax_0697,18.0455,3.6091,90.2276
Keq_0697,20,4,100
Km0750_0697,0.1,0.02,0.5
Km1151_0697,0.1,0.02,0.5
Km0033_0697,0.1,0.02,0.5
Vmax_0698,0.0079054,0.00158108,0.039527
Keq_0698,2,0.4,10
Km0037_0698,0.1,0.02,0.5
Km1059_0698,0.1,0.02,0.5
Vmax_0699,0.673209,0.134642,3.36605
Keq_0699,1.1745,0.234899,5.87248
Km0291_0699,0.1,0.02,0.5
Km0991_0699,0.298,0.0596,1.49
Km0180_0699,0.175,0.035,0.875
Km1021_0699,0.1,0.02,0.5
Vmax_0713,1.00849,0.201699,5.04247
Keq_0713,0.1156,0.02312,0.578
Km0066_0713,0.1,0.02,0.5
Km1198_0713,1.5,0.3,7.5
Km1203_0713,0.0867,0.01734,0.4335
Km1271_0713,0.1,0.02,0.5
Vmax_0722,2.21082,0.442164,11.0541
Keq_0722,0.205128,0.0410256,1.02564
Km0573_0722,0.1,0.02,0.5
Km0785_0722,0.975,0.195,4.875
Km0633_0722,0.1,0.02,0.5
Km0743_0722,0.1,0.02,0.5
Vmax_0723,0.947494,0.189499,4.73747
Keq_0723,3.39559,0.679117,16.9779
Km0557_0723,0.0589,0.01178,0.2945
Km0574_0723,0.1,0.02,0.5
Vmax_0724,0.421171,0.0842342,2.10585
Keq_0724,2,0.4,10
Km0304_0724,0.1,0.02,0.5
Km0120_0724,0.1,0.02,0.5
Vmax_0726,0.0651116,0.0130223,0.325558
Keq_0726,0.004662,0.000932401,0.02331
Km0434_0726,4.29,0.858,21.45
Km1029_0726,0.1,0.02,0.5
Km0633_0726,0.1,0.02,0.5
Km1322_0726,0.1,0.02,0.5
Km1416_0726,0.1,0.02,0.5
Vmax_0727,0.176077,0.0352153,0.880383
Keq_0727,2,0.4,10
Km0322_0727,0.1,0.02,0.5
Km1012_0727,0.1,0.02,0.5
Km1029_0727,0.1,0.02,0.5
Km1487_0727,0.1,0.02,0.5
Vmax_0731,0.491366,0.0982732,2.45683
Keq_0731,0.1156,0.02312,0.578
Km0306_0731,0.1,0.02,0.5
Km1198_0731,1.5,0.3,7.5
Km0304_0731,0.1,0.02,0.5
Km1203_0731,0.0867,0.01734,0.4335
Vmax_0732,0.491366,0.0982732,2.45683
Keq_0732,2,0.4,10
Km0306_0732,0.1,0.02,0.5
Km1207_0732,0.1,0.02,0.5
Km0304_0732,0.1,0.02,0.5
Km1212_0732,0.1,0.02,0.5
Vmax_0736,0.110676,0.0221351,0.553378
Keq_0736,2,0.4,10
Km0028_0736,0.1,0.02,0.5
Km0539_0736,0.1,0.02,0.5
Km0019_0736,0.1,0.02,0.5
Km0467_0736,0.1,0.02,0.5
Vmax_0739,0.300405,0.060081,1.50203
Keq_0739,0.00601399,0.0012028,0.0300699
Km0018_0739,0.1,0.02,0.5
Km0434_0739,4.29,0.858,21.45
Km0394_0739,1.29,0.258,6.45
Km0456_0739,0.1,0.02,0.5
Km0943_0739,0.1,0.02,0.5
Km1322_0739,0.1,0.02,0.5
Vmax_0757,0.00397891,0.000795781,0.0198945
Keq_0757,0.2,0.04,1
Km0126_0757,0.1,0.02,0.5
Km1153_0757,0.1,0.02,0.5
Km1322_0757,0.1,0.02,0.5
Vmax_0758,0.00238734,0.000477469,0.0119367
Keq_0758,1.03627,0.207254,5.18135
Km0568_0758,0.193,0.0386,0.965
Km0126_0758,0.1,0.02,0.5
Vmax_0759,0.575498,0.1151,2.87749
Keq_0759,0.2,0.04,1
Km1191_0759,0.1,0.02,0.5
Km1212_0759,0.1,0.02,0.5
Km0145_0759,0.1,0.02,0.5
Km1207_0759,0.1,0.02,0.5
Km1322_0759,0.1,0.02,0.5
Vmax_0762,0.252935,0.0505869,1.26467
Keq_0762,0.2,0.04,1
Km1195_0762,0.1,0.02,0.5
Km0722_0762,0.1,0.02,0.5
Km1020_0762,0.1,0.02,0.5
Vmax_0770,0.442636,0.0885271,2.21318
Keq_0770,34.6021,6.92042,173.01
Km1203_0770,0.0867,0.01734,0.4335
Km1537_0770,0.1,0.02,0.5
Km1198_0770,1.5,0.3,7.5
Km1535_0770,0.1,0.02,0.5
Vmax_0792,0.0845962,0.0169192,0.422981
Keq_0792,0.2,0.04,1
Km0467_0792,0.1,0.02,0.5
Km0526_0792,0.1,0.02,0.5
Km1322_0792,0.1,0.02,0.5
Vmax_0800,2.56221,0.512441,12.811
Keq_0800,5.86364,1.17273,29.3182
Km0434_0800,4.29,0.858,21.45
Km0739_0800,0.1,0.02,0.5
Km0394_0800,1.29,0.258,6.45
Km0785_0800,0.975,0.195,4.875
Vmax_0806,0.00787919,0.00157584,0.039396
Keq_0806,0.2,0.04,1
Km0539_0806,0.1,0.02,0.5
Km0467_0806,0.1,0.02,0.5
Km1322_0806,0.1,0.02,0.5
Vmax_0811,4.7902,0.95804,23.951
Keq_0811,1.38407,0.276814,6.92035
Km0434_0811,4.29,0.858,21.45
Km1538_0811,0.282,0.0564,1.41
Km0394_0811,1.29,0.258,6.45
Km1559_0811,0.649,0.1298,3.245
Vmax_0813,0.192403,0.0384806,0.962016
Keq_0813,1116,223.2,5580
Km0841_0813,0.1,0.02,0.5
Km1233_0813,0.1,0.02,0.5
Km0362_0813,55.8,11.16,279
Km1012_0813,0.1,0.02,0.5
Vmax_0816,0.366226,0.0732452,1.83113
Keq_0816,2,0.4,10
Km0455_0816,0.1,0.02,0.5
Km1266_0816,0.1,0.02,0.5
Km0979_0816,0.1,0.02,0.5
Km1322_0816,0.1,0.02,0.5
Vmax_0818,0.366226,0.0732452,1.83113
Keq_0818,0.671141,0.134228,3.3557
Km0991_0818,0.298,0.0596,1.49
Km1182_0818,0.1,0.02,0.5
Km1192_0818,0.1,0.02,0.5
Km1266_0818,0.1,0.02,0.5
Vmax_0820,0.331273,0.0662546,1.65636
Keq_0820,2,0.4,10
Km1269_0820,0.1,0.02,0.5
Km1386_0820,0.1,0.02,0.5
Km0633_0820,0.1,0.02,0.5
Km1270_0820,0.1,0.02,0.5
Vmax_0821,0.236623,0.0473247,1.18312
Keq_0821,0.2,0.04,1
Km1270_0821,0.1,0.02,0.5
Km0456_0821,0.1,0.02,0.5
Km1545_0821,0.1,0.02,0.5
Vmax_0851,0.306983,0.0613967,1.53492
Keq_0851,1.1745,0.234899,5.87248
Km0951_0851,0.1,0.02,0.5
Km0991_0851,0.298,0.0596,1.49
Km0180_0851,0.175,0.035,0.875
Km1032_0851,0.1,0.02,0.5
Vmax_0855,0.460906,0.0921812,2.30453
Keq_0855,0.0601399,0.012028,0.300699
Km0302_0855,0.1,0.02,0.5
Km0434_0855,4.29,0.858,21.45
Km0300_0855,0.1,0.02,0.5
Km0394_0855,1.29,0.258,6.45
Km1322_0855,0.1,0.02,0.5
Vmax_0858,0.00775537,0.00155107,0.0387769
Keq_0858,2,0.4,10
Km1351_0858,0.1,0.02,0.5
Km1416_0858,0.1,0.02,0.5
Km1343_0858,0.1,0.02,0.5
Km1413_0858,0.1,0.02,0.5
Vmax_0874,0.00557047,0.00111409,0.0278523
Keq_0874,2,0.4,10
Km0471_0874,0.1,0.02,0.5
Km1153_0874,0.1,0.02,0.5
Km0089_0874,0.1,0.02,0.5
Km0526_0874,0.1,0.02,0.5
Vmax_0877,0.0068802,0.00137604,0.034401
Keq_0877,0.2,0.04,1
Km1337_0877,0.1,0.02,0.5
Km0456_0877,0.1,0.02,0.5
Km1351_0877,0.1,0.02,0.5
Vmax_0880,0.0106367,0.00212734,0.0531835
Keq_0880,1,0.2,5
Km0471_0880,0.1,0.02,0.5
Km1039_0880,0.2,0.04,1
Km0526_0880,0.1,0.02,0.5
Km1337_0880,0.1,0.02,0.5
Vmax_0883,0.393116,0.0786231,1.96558
Keq_0883,0.2,0.04,1
Km0201_0883,0.1,0.02,0.5
Km1616_0883,0.1,0.02,0.5
Km0390_0883,0.1,0.02,0.5
Km1469_0883,0.1,0.02,0.5
Km1620_0883,0.1,0.02,0.5
Vmax_0886,35.0101,7.00203,175.051
Keq_0886,11.7421,2.34842,58.7104
Km0434_0886,4.29,0.858,21.45
Km0557_0886,0.0589,0.01178,0.2945
Km0394_0886,1.29,0.258,6.45
Km0555_0886,1.15,0.23,5.75
Vmax_0887,4.39065,0.87813,21.9533
Keq_0887,0.601399,0.12028,3.00699
Km0434_0887,4.29,0.858,21.45
Km1427_0887,0.1,0.02,0.5
Km0394_0887,1.29,0.258,6.45
Km1426_0887,0.1,0.02,0.5
Vmax_0888,1.98829,0.397658,9.94146
Keq_0888,1.39896,0.279793,6.99482
Km0568_0888,0.193,0.0386,0.965
Km0567_0888,0.135,0.027,0.675
Vmax_0889,21.671,4.33419,108.355
Keq_0889,0.2,0.04,1
Km0340_0889,0.1,0.02,0.5
Km1207_0889,0.1,0.02,0.5
Km0456_0889,0.1,0.02,0.5
Km0577_0889,0.1,0.02,0.5
Km1212_0889,0.1,0.02,0.5
Vmax_0891,2.40957,0.481915,12.0479
Keq_0891,0.0988034,0.0197607,0.494017
Km0260_0891,0.117,0.0234,0.585
Km1198_0891,1.5,0.3,7.5
Km0258_0891,0.1,0.02,0.5
Km1203_0891,0.0867,0.01734,0.4335
Vmax_0892,43.3131,8.66262,216.566
Keq_0892,1055.88,211.177,5279.42
Km0075_0892,0.000737,0.0001474,0.003685
Km0394_0892,1.29,0.258,6.45
Km0260_0892,0.117,0.0234,0.585
Km0434_0892,4.29,0.858,21.45
Vmax_0893,17.5301,3.50602,87.6505
Keq_0893,0.288889,0.0577778,1.44444
Km0260_0893,0.117,0.0234,0.585
Km0188_0893,0.0169,0.00338,0.0845
Vmax_0900,0.00775537,0.00155107,0.0387769
Keq_0900,2,0.4,10
Km1342_0900,0.1,0.02,0.5
Km1416_0900,0.1,0.02,0.5
Km1346_0900,0.1,0.02,0.5
Km1413_0900,0.1,0.02,0.5
Vmax_0901,0.00775537,0.00155107,0.0387769
Keq_0901,2,0.4,10
Km1343_0901,0.1,0.02,0.5
Km1416_0901,0.1,0.02,0.5
Km1342_0901,0.1,0.02,0.5
Km1413_0901,0.1,0.02,0.5
Vmax_0902,0.947494,0.189499,4.73747
Keq_0902,2,0.4,10
Km0574_0902,0.1,0.02,0.5
Km0573_0902,0.1,0.02,0.5
Vmax_0904,0.110676,0.0221351,0.553378
Keq_0904,0.601399,0.12028,3.00699
Km0019_0904,0.1,0.02,0.5
Km0434_0904,4.29,0.858,21.45
Km0018_0904,0.1,0.02,0.5
Km0394_0904,1.29,0.258,6.45
Vmax_0908,0.628508,0.125702,3.14254
Keq_0908,0.601399,0.12028,3.00699
Km0434_0908,4.29,0.858,21.45
Km0973_0908,0.1,0.02,0.5
Km1364_0908,0.1,0.02,0.5
Km0299_0908,0.1,0.02,0.5
Km0394_0908,1.29,0.258,6.45
Km1322_0908,0.1,0.02,0.5
Vmax_0909,0.0865555,0.0173111,0.432777
Keq_0909,2,0.4,10
Km0078_0909,0.1,0.02,0.5
Km0077_0909,0.1,0.02,0.5
Vmax_0910,0.144259,0.0288518,0.721296
Keq_0910,0.2,0.04,1
Km0326_0910,0.1,0.02,0.5
Km0078_0910,0.1,0.02,0.5
Km0633_0910,0.1,0.02,0.5
Vmax_0911,0.628508,0.125702,3.14254
Keq_0911,0.601399,0.12028,3.00699
Km0300_0911,0.1,0.02,0.5
Km0456_0911,0.1,0.02,0.5
Km0434_0911,4.29,0.858,21.45
Km1364_0911,0.1,0.02,0.5
Km0394_0911,1.29,0.258,6.45
Km1322_0911,0.1,0.02,0.5
Vmax_0912,0.495267,0.0990533,2.47633
Keq_0912,2,0.4,10
Km0120_0912,0.1,0.02,0.5
Km0403_0912,0.1,0.02,0.5
Km1365_0912,0.1,0.02,0.5
Km1487_0912,0.1,0.02,0.5
Vmax_0913,0.184075,0.036815,0.920374
Keq_0913,2,0.4,10
Km1187_0913,0.1,0.02,0.5
Km0076_0913,0.1,0.02,0.5
Vmax_0914,0.628508,0.125702,3.14254
Keq_0914,0.30841,0.0616819,1.54205
Km0327_0914,0.1,0.02,0.5
Km0434_0914,4.29,0.858,21.45
Km1003_0914,0.195,0.039,0.975
Km0325_0914,0.1,0.02,0.5
Km0394_0914,1.29,0.258,6.45
Km1322_0914,0.1,0.02,0.5
Vmax_0915,0.460906,0.0921812,2.30453
Keq_0915,0.596,0.1192,2.98
Km0999_0915,0.1,0.02,0.5
Km1386_0915,0.1,0.02,0.5
Km0327_0915,0.1,0.02,0.5
Km0633_0915,0.1,0.02,0.5
Km0991_0915,0.298,0.0596,1.49
Vmax_0916,1.25605,0.251209,6.28024
Keq_0916,0.205128,0.0410256,1.02564
Km0434_0916,4.29,0.858,21.45
Km1408_0916,0.1,0.02,0.5
Km0423_0916,0.44,0.088,2.2
Km1386_0916,0.1,0.02,0.5
Vmax_0917,1.72112,0.344225,8.60562
Keq_0917,13.4228,2.68456,67.1141
Km0259_0917,0.00298,0.000596,0.0149
Km1039_0917,0.2,0.04,1
Km1322_0917,0.1,0.02,0.5
Vmax_0918,2.40957,0.481915,12.0479
Keq_0918,0.035,0.007,0.175
Km0258_0918,0.1,0.02,0.5
Km0991_0918,0.298,0.0596,1.49
Km0180_0918,0.175,0.035,0.875
Km0259_0918,0.00298,0.000596,0.0149
Vmax_0919,0.00051801,0.000103602,0.00259005
Keq_0919,20,4,100
Km1084_0919,0.1,0.02,0.5
Km1366_0919,0.1,0.02,0.5
Km0481_0919,0.1,0.02,0.5
Vmax_0922,0.00113962,0.000227925,0.00569812
Keq_0922,20,4,100
Km1212_0922,0.1,0.02,0.5
Km1275_0922,0.1,0.02,0.5
Km1445_0922,0.1,0.02,0.5
Km1207_0922,0.1,0.02,0.5
Km1366_0922,0.1,0.02,0.5
Vmax_0938,0.219274,0.0438548,1.09637
Keq_0938,0.2,0.04,1
Km1377_0938,0.1,0.02,0.5
Km0456_0938,0.1,0.02,0.5
Km0951_0938,0.1,0.02,0.5
Vmax_0939,0.408349,0.0816699,2.04175
Keq_0939,0.2,0.04,1
Km1207_0939,0.1,0.02,0.5
Km1377_0939,0.1,0.02,0.5
Km0204_0939,0.1,0.02,0.5
Km0456_0939,0.1,0.02,0.5
Km1212_0939,0.1,0.02,0.5
Vmax_0957,0.347376,0.0694752,1.73688
Keq_0957,2,0.4,10
